app_name,category,screen_time_min,is_productive,screen_time_hours,age,gender,technology_usage_hours,social_media_usage_hours,gaming_hours,mental_health_status,stress_level,sleep_hours,physical_activity_hours,support_systems_access,online_support_usage,heavy_user,total_app_usage,stress_level_num,digital_wellbeing_index
Notion,Productivity,76.11,True,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Snapchat,Social,84.67,False,1.4,31,Female,6.95,1.0,3.28,Fair,Low,6.85,4.66,Yes,No,0,11.23,1,2.925
Evernote,Productivity,86.53,True,1.4,53,Male,10.57,7.28,3.45,Fair,Low,5.65,9.81,No,No,0,21.3,1,-0.815
Google Maps,Utilities,62.96,False,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
WhatsApp,Social,90.06,False,1.5,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,No,0,11.11,2,0.8833333333333332
Google Maps,Utilities,71.93,False,1.2,38,Female,3.06,0.82,2.76,Excellent,Low,4.41,8.6,No,Yes,0,6.64,1,1.7950000000000002
Twitch,Entertainment,73.4,False,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Facebook,Social,78.08,False,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Chrome,Utilities,98.87,False,1.6,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Yes,0,16.22,2,0.75
Twitter,Social,74.26,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Gmail,Utilities,75.79,False,1.3,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,No,0,6.92,3,1.3050000000000002
Facebook,Social,59.22,False,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
WhatsApp,Social,149.72,False,2.5,44,Male,1.95,5.59,3.46,Good,Medium,6.03,6.14,No,No,1,11.0,2,0.1466666666666668
Gmail,Utilities,105.96,False,1.8,41,Male,1.93,1.6,1.54,Fair,Low,5.59,1.91,Yes,Yes,0,5.07,1,1.9949999999999999
Snapchat,Social,142.66,False,2.4,41,Male,7.92,1.98,3.25,Good,Medium,6.02,8.34,Yes,Yes,1,13.15,2,1.3466666666666665
Twitter,Social,74.08,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Microsoft Teams,Productivity,107.65,True,1.8,23,Female,7.46,0.31,1.19,Fair,High,8.29,1.89,No,Yes,0,8.959999999999999,3,1.9949999999999999
Netflix,Entertainment,73.5,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Slack,Productivity,87.32,True,1.5,49,Other,2.93,0.48,4.54,Poor,High,8.31,6.98,Yes,No,0,7.95,3,1.9575
Gmail,Utilities,105.96,False,1.8,63,Female,2.47,3.28,2.87,Good,High,4.08,0.84,Yes,Yes,0,8.620000000000001,3,0.20000000000000007
Netflix,Entertainment,141.37,False,2.4,39,Male,1.28,4.94,2.87,Fair,Medium,8.15,6.09,No,No,1,9.09,2,1.07
Spotify,Entertainment,120.05,False,2.0,46,Male,1.64,5.65,2.34,Excellent,High,4.44,2.17,Yes,Yes,1,9.629999999999999,3,-0.3025
Netflix,Entertainment,73.84,False,1.2,19,Male,1.65,7.62,3.6,Excellent,High,7.31,4.49,No,Yes,0,12.87,3,-0.07750000000000012
Notion,Productivity,182.79,True,3.0,48,Other,5.34,7.57,4.02,Excellent,Medium,6.14,6.27,Yes,No,1,16.93,2,-0.47666666666666685
Twitter,Social,65.92,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Spotify,Entertainment,73.59,False,1.2,47,Female,11.46,4.81,4.68,Fair,Medium,6.43,7.89,No,Yes,0,20.95,2,0.54
YouTube,Entertainment,76.02,False,1.3,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,No,0,6.92,3,1.3050000000000002
Netflix,Entertainment,176.98,False,2.9,62,Other,3.34,4.07,4.16,Fair,Medium,5.31,5.65,No,No,1,11.57,2,0.4133333333333331
Netflix,Entertainment,95.47,False,1.6,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Yes,0,8.22,2,0.5700000000000002
TikTok,Entertainment,119.78,False,2.0,36,Other,9.34,5.41,1.32,Good,High,7.28,6.72,Yes,No,0,16.07,3,0.4675
Twitter,Social,70.58,False,1.2,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Yes,0,14.98,1,1.0550000000000002
YouTube,Entertainment,86.04,False,1.4,26,Male,9.18,4.99,0.78,Excellent,High,5.39,4.62,Yes,No,0,14.95,3,0.09999999999999987
Google Docs,Productivity,105.9,True,1.8,41,Male,1.93,1.6,1.54,Fair,Low,5.59,1.91,Yes,Yes,0,5.07,1,1.9949999999999999
Weather,Utilities,65.35,False,1.1,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,No,0,15.12,1,0.6349999999999998
Twitter,Social,81.39,False,1.4,53,Male,10.57,7.28,3.45,Fair,Low,5.65,9.81,No,No,0,21.3,1,-0.815
Gmail,Utilities,72.25,False,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
Gmail,Utilities,70.76,False,1.2,47,Female,11.46,4.81,4.68,Fair,Medium,6.43,7.89,No,Yes,0,20.95,2,0.54
Snapchat,Social,110.47,False,1.8,57,Other,3.84,1.28,1.78,Good,High,5.39,4.45,Yes,No,0,6.9,3,1.0274999999999999
Weather,Utilities,107.5,False,1.8,19,Other,8.45,4.7,4.0,Excellent,High,5.49,5.51,No,Yes,0,17.15,3,0.1975
Spotify,Entertainment,87.22,False,1.5,34,Female,5.55,5.06,1.68,Good,High,8.88,2.37,Yes,No,0,12.29,3,0.9550000000000003
Slack,Productivity,209.63,True,3.5,40,Male,3.33,3.15,2.75,Good,High,4.38,3.95,No,Yes,1,9.23,3,0.3075
Instagram,Social,173.86,False,2.9,59,Male,6.04,5.16,3.82,Poor,Low,6.66,4.41,No,Yes,1,15.02,1,0.75
Twitch,Entertainment,71.18,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Gmail,Utilities,105.96,False,1.8,41,Male,1.68,6.02,0.39,Fair,High,5.08,6.39,Yes,No,0,8.09,3,-0.23499999999999988
Snapchat,Social,93.72,False,1.6,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Yes,0,8.22,2,0.5700000000000002
Spotify,Entertainment,97.21,False,1.6,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Yes,0,8.22,2,0.5700000000000002
Twitter,Social,81.39,False,1.4,31,Female,6.95,1.0,3.28,Fair,Low,6.85,4.66,Yes,No,0,11.23,1,2.925
Facebook,Social,70.61,False,1.2,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,No,0,22.22,2,0.04666666666666656
TikTok,Entertainment,79.49,False,1.3,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,No,0,7.83,3,1.2475
Weather,Utilities,78.64,False,1.3,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,No,0,6.92,3,1.3050000000000002
Snapchat,Social,97.22,False,1.6,26,Female,7.75,5.6,0.1,Fair,Medium,8.16,6.43,No,No,0,13.45,2,0.8533333333333335
Weather,Utilities,62.69,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Microsoft Teams,Productivity,116.23,True,1.9,56,Male,7.8,4.55,2.57,Good,High,5.09,5.85,Yes,No,0,14.92,3,0.135
Camera,Utilities,127.04,False,2.1,19,Male,7.85,4.69,3.71,Good,Medium,5.55,4.55,Yes,No,1,16.25,2,0.28666666666666646
Google Maps,Utilities,71.93,False,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Notion,Productivity,69.13,True,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Evernote,Productivity,117.82,True,2.0,40,Other,6.71,7.53,1.65,Excellent,Medium,7.31,3.2,Yes,Yes,0,15.89,2,-0.07333333333333354
Google Maps,Utilities,81.26,False,1.4,32,Other,8.28,2.09,4.14,Fair,High,5.61,5.08,No,Yes,0,14.509999999999998,3,0.8800000000000001
WhatsApp,Social,66.35,False,1.1,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,No,0,15.12,1,0.6349999999999998
WhatsApp,Social,114.58,False,1.9,29,Female,3.92,7.49,2.36,Excellent,High,7.25,7.0,No,Yes,0,13.77,3,-0.06000000000000005
YouTube,Entertainment,138.13,False,2.3,24,Male,9.2,4.53,2.78,Good,Medium,7.66,1.43,No,Yes,1,16.51,2,1.0433333333333332
Google Docs,Productivity,95.2,True,1.6,35,Other,2.88,2.89,0.38,Fair,Low,8.28,9.81,Yes,No,0,6.1499999999999995,1,2.6949999999999994
Snapchat,Social,142.66,False,2.4,26,Other,8.81,4.5,2.64,Poor,Medium,6.94,7.5,No,Yes,1,15.950000000000001,2,0.8133333333333335
Instagram,Social,76.82,False,1.3,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,No,0,6.92,3,1.3050000000000002
Slack,Productivity,120.03,True,2.0,34,Female,10.47,0.94,3.84,Good,Low,7.35,5.57,No,No,1,15.25,1,3.205
Camera,Utilities,57.35,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Google Maps,Utilities,73.82,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
TikTok,Entertainment,82.22,False,1.4,32,Other,8.28,2.09,4.14,Fair,High,5.61,5.08,No,Yes,0,14.509999999999998,3,0.8800000000000001
Evernote,Productivity,71.26,True,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Twitch,Entertainment,72.76,False,1.2,38,Female,3.06,0.82,2.76,Excellent,Low,4.41,8.6,No,Yes,0,6.64,1,1.7950000000000002
Weather,Utilities,93.67,False,1.6,48,Male,4.96,2.69,1.34,Fair,High,8.46,0.55,Yes,Yes,0,8.99,3,1.4425000000000003
WhatsApp,Social,60.1,False,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
Microsoft Teams,Productivity,70.21,True,1.2,19,Male,1.65,7.62,3.6,Excellent,High,7.31,4.49,No,Yes,0,12.87,3,-0.07750000000000012
Snapchat,Social,91.04,False,1.5,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,No,0,11.11,2,0.8833333333333332
Facebook,Social,131.26,False,2.2,38,Female,10.62,3.92,0.55,Poor,Medium,6.42,9.8,No,Yes,1,15.09,2,0.8333333333333334
Snapchat,Social,78.62,False,1.3,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,No,0,6.92,3,1.3050000000000002
Microsoft Teams,Productivity,58.11,True,1.0,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,No,0,10.89,2,0.7066666666666667
Google Docs,Productivity,105.9,True,1.8,57,Other,3.84,1.28,1.78,Good,High,5.39,4.45,Yes,No,0,6.9,3,1.0274999999999999
Twitch,Entertainment,127.93,False,2.1,25,Other,1.17,5.97,2.69,Excellent,Low,4.75,7.49,Yes,No,1,9.83,1,-0.6099999999999999
Netflix,Entertainment,140.76,False,2.3,57,Other,10.16,1.04,3.98,Excellent,High,8.9,0.1,No,Yes,1,15.18,3,1.965
Gmail,Utilities,59.43,False,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
YouTube,Entertainment,71.42,False,1.2,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,No,0,22.22,2,0.04666666666666656
Snapchat,Social,91.04,False,1.5,25,Male,4.86,1.7,0.76,Fair,Medium,6.72,5.26,No,Yes,0,7.32,2,1.6733333333333331
Instagram,Social,134.14,False,2.2,23,Male,8.61,5.01,3.38,Excellent,High,6.48,6.97,Yes,No,1,17.0,3,0.36750000000000016
Camera,Utilities,69.77,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Notion,Productivity,76.11,True,1.3,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,No,0,7.83,3,1.2475
WhatsApp,Social,165.37,False,2.8,20,Male,1.49,3.23,1.61,Poor,High,8.79,1.5,No,No,1,6.33,3,1.3899999999999997
Spotify,Entertainment,73.26,False,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Twitch,Entertainment,127.93,False,2.1,26,Other,9.08,3.38,3.72,Fair,High,4.7,8.1,Yes,No,1,16.18,3,0.33000000000000007
WhatsApp,Social,149.72,False,2.5,37,Other,3.97,3.19,4.85,Fair,Low,8.98,5.34,Yes,Yes,1,12.01,1,2.8950000000000005
YouTube,Entertainment,140.01,False,2.3,32,Other,9.63,3.18,2.4,Fair,Low,4.61,3.95,No,No,1,15.21,1,0.7150000000000001
Gmail,Utilities,105.96,False,1.8,32,Other,1.8,2.42,3.03,Fair,Low,5.12,9.17,Yes,No,0,7.25,1,1.35
Microsoft Teams,Productivity,115.65,True,1.9,29,Female,3.92,7.49,2.36,Excellent,High,7.25,7.0,No,Yes,0,13.77,3,-0.06000000000000005
YouTube,Entertainment,86.42,False,1.4,32,Other,8.28,2.09,4.14,Fair,High,5.61,5.08,No,Yes,0,14.509999999999998,3,0.8800000000000001
YouTube,Entertainment,67.04,False,1.1,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,No,0,6.6,3,0.8775000000000001
Twitter,Social,102.75,False,1.7,32,Female,3.43,5.88,4.84,Fair,Low,6.42,9.1,No,Yes,0,14.15,1,0.27
Spotify,Entertainment,87.66,False,1.5,38,Male,3.42,7.58,2.96,Fair,Medium,7.15,7.05,Yes,Yes,0,13.96,2,-0.14333333333333323
Microsoft Teams,Productivity,70.86,True,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Twitter,Social,74.08,False,1.2,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Yes,0,11.129999999999999,1,1.39
TikTok,Entertainment,98.93,False,1.6,48,Male,4.96,2.69,1.34,Fair,High,8.46,0.55,Yes,Yes,0,8.99,3,1.4425000000000003
Twitch,Entertainment,101.72,False,1.7,32,Female,3.43,5.88,4.84,Fair,Low,6.42,9.1,No,Yes,0,14.15,1,0.27
Twitch,Entertainment,94.94,False,1.6,35,Other,2.88,2.89,0.38,Fair,Low,8.28,9.81,Yes,No,0,6.1499999999999995,1,2.6949999999999994
Facebook,Social,74.63,False,1.2,38,Female,3.06,0.82,2.76,Excellent,Low,4.41,8.6,No,Yes,0,6.64,1,1.7950000000000002
Snapchat,Social,80.98,False,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Google Docs,Productivity,87.42,True,1.5,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,No,0,15.779999999999998,2,1.33
Google Maps,Utilities,83.22,False,1.4,53,Male,10.57,7.28,3.45,Fair,Low,5.65,9.81,No,No,0,21.3,1,-0.815
Microsoft Teams,Productivity,116.23,True,1.9,42,Male,3.18,5.37,2.17,Good,Medium,5.87,2.96,No,Yes,0,10.72,2,0.16666666666666666
WhatsApp,Social,66.35,False,1.1,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,No,0,13.809999999999999,1,2.8299999999999996
Evernote,Productivity,71.26,True,1.2,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,No,0,21.01,3,-0.5025000000000002
Twitter,Social,70.58,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Snapchat,Social,91.22,False,1.5,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,No,0,11.11,2,0.8833333333333332
Twitter,Social,67.76,False,1.1,43,Female,4.87,2.63,1.73,Excellent,Medium,7.01,5.35,No,No,0,9.23,2,1.46
TikTok,Entertainment,63.45,False,1.1,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,No,0,13.809999999999999,1,2.8299999999999996
Chrome,Utilities,58.31,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Microsoft Teams,Productivity,95.2,True,1.6,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Yes,0,16.22,2,0.75
Instagram,Social,71.74,False,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
Twitch,Entertainment,66.58,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Facebook,Social,124.84,False,2.1,25,Other,1.17,5.97,2.69,Excellent,Low,4.75,7.49,Yes,No,1,9.83,1,-0.6099999999999999
Gmail,Utilities,79.44,False,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Camera,Utilities,93.37,False,1.6,48,Male,4.96,2.69,1.34,Fair,High,8.46,0.55,Yes,Yes,0,8.99,3,1.4425000000000003
Weather,Utilities,117.78,False,2.0,34,Female,10.47,0.94,3.84,Good,Low,7.35,5.57,No,No,0,15.25,1,3.205
YouTube,Entertainment,87.02,False,1.5,38,Male,3.42,7.58,2.96,Fair,Medium,7.15,7.05,Yes,Yes,0,13.96,2,-0.14333333333333323
Microsoft Teams,Productivity,67.2,True,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
WhatsApp,Social,136.67,False,2.3,24,Male,9.2,4.53,2.78,Good,Medium,7.66,1.43,No,Yes,1,16.51,2,1.0433333333333332
Google Maps,Utilities,73.82,False,1.2,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,No,0,21.01,3,-0.5025000000000002
Notion,Productivity,82.34,True,1.4,26,Male,9.18,4.99,0.78,Excellent,High,5.39,4.62,Yes,No,0,14.95,3,0.09999999999999987
YouTube,Entertainment,68.7,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Evernote,Productivity,81.96,True,1.4,26,Male,9.18,4.99,0.78,Excellent,High,5.39,4.62,Yes,No,0,14.95,3,0.09999999999999987
Notion,Productivity,212.87,True,3.5,39,Male,6.36,1.29,0.61,Poor,High,8.17,5.31,Yes,No,1,8.26,3,1.72
Evernote,Productivity,61.86,True,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
Snapchat,Social,57.56,False,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
Evernote,Productivity,89.75,True,1.5,26,Female,9.35,0.33,2.64,Good,High,4.43,5.36,No,No,0,12.32,3,1.025
Evernote,Productivity,72.31,True,1.2,19,Male,1.65,7.62,3.6,Excellent,High,7.31,4.49,No,Yes,0,12.87,3,-0.07750000000000012
Slack,Productivity,81.21,True,1.4,65,Other,7.58,7.92,1.62,Fair,Low,5.2,7.24,No,No,0,17.12,1,-1.3599999999999999
Evernote,Productivity,67.1,True,1.1,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,No,0,13.809999999999999,1,2.8299999999999996
Google Maps,Utilities,66.52,False,1.1,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,No,0,6.6,3,0.8775000000000001
Facebook,Social,124.84,False,2.1,24,Other,8.01,2.53,4.05,Poor,High,5.24,7.38,No,Yes,1,14.59,3,0.6775000000000001
WhatsApp,Social,68.82,False,1.1,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,No,0,6.6,3,0.8775000000000001
Google Docs,Productivity,76.96,True,1.3,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,No,0,7.83,3,1.2475
Spotify,Entertainment,118.76,False,2.0,34,Female,10.47,0.94,3.84,Good,Low,7.35,5.57,No,No,0,15.25,1,3.205
WhatsApp,Social,64.9,False,1.1,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,No,0,15.12,1,0.6349999999999998
Weather,Utilities,126.65,False,2.1,63,Male,2.15,0.8,4.2,Excellent,Low,8.24,2.34,Yes,No,1,7.15,1,3.72
Twitch,Entertainment,64.76,False,1.1,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,No,0,6.6,3,0.8775000000000001
YouTube,Entertainment,80.49,False,1.3,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,No,0,10.96,3,-0.405
WhatsApp,Social,92.36,False,1.5,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,No,0,11.11,2,0.8833333333333332
Google Maps,Utilities,126.7,False,2.1,25,Other,1.17,5.97,2.69,Excellent,Low,4.75,7.49,Yes,No,1,9.83,1,-0.6099999999999999
Twitter,Social,94.19,False,1.6,48,Male,4.96,2.69,1.34,Fair,High,8.46,0.55,Yes,Yes,0,8.99,3,1.4425000000000003
Google Maps,Utilities,71.93,False,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
Google Docs,Productivity,117.68,True,2.0,40,Other,6.71,7.53,1.65,Excellent,Medium,7.31,3.2,Yes,Yes,0,15.89,2,-0.07333333333333354
YouTube,Entertainment,71.7,False,1.2,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,No,0,21.01,3,-0.5025000000000002
Chrome,Utilities,114.29,False,1.9,27,Other,4.77,7.2,3.25,Fair,Medium,6.57,5.77,No,No,0,15.219999999999999,2,-0.20999999999999996
WhatsApp,Social,91.61,False,1.5,26,Female,9.35,0.33,2.64,Good,High,4.43,5.36,No,No,0,12.32,3,1.025
Spotify,Entertainment,87.66,False,1.5,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,No,0,15.779999999999998,2,1.33
Microsoft Teams,Productivity,115.65,True,1.9,20,Other,2.95,2.98,3.49,Good,High,5.07,2.79,Yes,Yes,0,9.42,3,0.5225000000000001
Slack,Productivity,209.63,True,3.5,41,Male,7.59,5.1,0.44,Poor,Medium,5.29,4.5,No,Yes,1,13.129999999999999,2,0.06333333333333346
Gmail,Utilities,105.96,False,1.8,33,Other,5.01,2.04,4.23,Poor,High,5.76,0.82,No,Yes,0,11.280000000000001,3,0.9299999999999999
Camera,Utilities,62.32,False,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
Google Docs,Productivity,59.53,True,1.0,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,No,0,10.75,1,1.865
Twitch,Entertainment,166.04,False,2.8,36,Male,9.96,7.38,0.78,Excellent,Low,5.98,3.61,No,No,1,18.12,1,-0.6999999999999997
Microsoft Teams,Productivity,67.2,True,1.1,43,Female,4.87,2.63,1.73,Excellent,Medium,7.01,5.35,No,No,0,9.23,2,1.46
Camera,Utilities,91.26,False,1.5,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,No,0,11.11,2,0.8833333333333332
Evernote,Productivity,88.73,True,1.5,49,Other,2.93,0.48,4.54,Poor,High,8.31,6.98,Yes,No,0,7.95,3,1.9575
Google Docs,Productivity,76.96,True,1.3,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,No,0,6.92,3,1.3050000000000002
Netflix,Entertainment,65.05,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Weather,Utilities,65.35,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Twitch,Entertainment,71.35,False,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
Netflix,Entertainment,169.8,False,2.8,36,Male,9.96,7.38,0.78,Excellent,Low,5.98,3.61,No,No,1,18.12,1,-0.6999999999999997
YouTube,Entertainment,140.01,False,2.3,58,Other,11.83,6.58,3.41,Poor,Medium,6.37,7.74,No,Yes,1,21.82,2,-0.06999999999999999
Microsoft Teams,Productivity,116.23,True,1.9,27,Other,4.77,7.2,3.25,Fair,Medium,6.57,5.77,No,No,0,15.219999999999999,2,-0.20999999999999996
WhatsApp,Social,95.13,False,1.6,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Yes,0,8.22,2,0.5700000000000002
Gmail,Utilities,133.09,False,2.2,23,Male,8.61,5.01,3.38,Excellent,High,6.48,6.97,Yes,No,1,17.0,3,0.36750000000000016
Google Docs,Productivity,87.52,True,1.5,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,No,0,15.779999999999998,2,1.33
YouTube,Entertainment,175.32,False,2.9,62,Other,3.34,4.07,4.16,Fair,Medium,5.31,5.65,No,No,1,11.57,2,0.4133333333333331
Twitter,Social,141.65,False,2.4,39,Female,4.53,3.21,3.15,Poor,Low,4.08,9.41,No,No,1,10.89,1,0.43500000000000005
Google Maps,Utilities,93.79,False,1.6,35,Other,2.88,2.89,0.38,Fair,Low,8.28,9.81,Yes,No,0,6.1499999999999995,1,2.6949999999999994
Evernote,Productivity,117.82,True,2.0,36,Other,9.34,5.41,1.32,Good,High,7.28,6.72,Yes,No,0,16.07,3,0.4675
Spotify,Entertainment,71.58,False,1.2,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,No,0,22.22,2,0.04666666666666656
Instagram,Social,68.73,False,1.1,43,Female,4.87,2.63,1.73,Excellent,Medium,7.01,5.35,No,No,0,9.23,2,1.46
Facebook,Social,65.48,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Camera,Utilities,78.58,False,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Twitch,Entertainment,120.14,False,2.0,50,Female,7.6,1.71,4.1,Fair,Low,7.09,3.61,Yes,No,1,13.409999999999998,1,2.69
Instagram,Social,83.02,False,1.4,53,Male,10.57,7.28,3.45,Fair,Low,5.65,9.81,No,No,0,21.3,1,-0.815
Slack,Productivity,81.21,True,1.4,62,Other,1.2,1.67,1.57,Excellent,High,7.29,9.64,Yes,No,0,4.44,3,1.405
YouTube,Entertainment,73.79,False,1.2,38,Female,3.06,0.82,2.76,Excellent,Low,4.41,8.6,No,Yes,0,6.64,1,1.7950000000000002
Snapchat,Social,84.67,False,1.4,65,Other,7.58,7.92,1.62,Fair,Low,5.2,7.24,No,No,0,17.12,1,-1.3599999999999999
Facebook,Social,74.63,False,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
